Planning Area,Transacted Price ($),,,,,,,,
Tampines,664000,,,,,,,,
Tampines,1207200,,,,,,,,
Tampines,663200,,,,,,,,
Tampines,706400,,,,,,,,
Tampines,1727200,,,,,,,,
Tampines,848000,,,,,,,,
Tampines,667200,,,,,,,,
Tampines,840000,,,,,,,,
Tampines,1758400,,,,,,,,
Sengkang,1517000,,,,,,,,
Tampines,654400,,,,,,,,
Tampines,657600,,,,,,,,
Sengkang,699000,,,,,,,,
Tampines,955200,,,,,,,,
Tampines,655200,,,,,,,,
Tampines,670400,,,,,,,,
Tampines,688000,,,,,,,,
Tampines,1428000,,,,,,,,
Tampines,700000,,,,,,,,
Bedok,1117000,,,,,,,,
Tampines,964000,,,,,,,,
Tampines,1290400,,,,,,,,
Tampines,607200,,,,,,,,
Tampines,719200,,,,,,,,
Tampines,1448800,,,,,,,,
Tampines,997600,,,,,,,,
Tampines,1760800,,,,,,,,
Tampines,610400,,,,,,,,
Tampines,709600,,,,,,,,
Tampines,634400,,,,,,,,
Tampines,651200,,,,,,,,
Tampines,667200,,,,,,,,
Tampines,1484800,,,,,,,,
Tampines,639200,,,,,,,,
Tampines,975200,,,,,,,,
Tampines,1229600,,,,,,,,
Tampines,644000,,,,,,,,
Tampines,673600,,,,,,,,
Tampines,706400,,,,,,,,
Tampines,1728800,,,,,,,,
Tampines,893600,,,,,,,,
Tampines,673600,,,,,,,,
Tampines,657600,,,,,,,,
Tampines,684000,,,,,,,,
Tampines,643200,,,,,,,,
Tampines,1785600,,,,,,,,
Tampines,1228000,,,,,,,,
Tampines,906400,,,,,,,,
Tampines,687200,,,,,,,,
Tampines,979200,,,,,,,,
Tampines,703200,,,,,,,,
Tampines,885600,,,,,,,,
Tampines,687200,,,,,,,,
Tampines,1059200,,,,,,,,
Tampines,848800,,,,,,,,
Tampines,667200,,,,,,,,
Tampines,649600,,,,,,,,
Tampines,1741600,,,,,,,,
Tampines,595200,,,,,,,,
Tampines,865600,,,,,,,,
Tampines,1426400,,,,,,,,
Tampines,932000,,,,,,,,
Tampines,680800,,,,,,,,
Tampines,600800,,,,,,,,
Tampines,995200,,,,,,,,
Tampines,1454400,,,,,,,,
Tampines,840000,,,,,,,,
Tampines,1040800,,,,,,,,
Tampines,660000,,,,,,,,
Tampines,650400,,,,,,,,
Tampines,874400,,,,,,,,
Tampines,686400,,,,,,,,
Tampines,1588800,,,,,,,,
Tampines,632800,,,,,,,,
Tampines,1714400,,,,,,,,
Tampines,654400,,,,,,,,
Tampines,690400,,,,,,,,
Tampines,931200,,,,,,,,
Tampines,690400,,,,,,,,
Tampines,651200,,,,,,,,
Tampines,654400,,,,,,,,
Tampines,848800,,,,,,,,
Tampines,944000,,,,,,,,
Tampines,716000,,,,,,,,
Tampines,852000,,,,,,,,
Tampines,676800,,,,,,,,
Tampines,1224000,,,,,,,,
Tampines,951200,,,,,,,,
Bishan,1760000,,,,,,,,
Sengkang,1060000,,,,,,,,
Jurong West,950000,,,,,,,,
Tampines,1720800,,,,,,,,
Tampines,2235200,,,,,,,,
Bishan,1930000,,,,,,,,
Geylang,968000,,,,,,,,
Bedok,665000,,,,,,,,
Tampines,660000,,,,,,,,
Tampines,848540,,,,,,,,
Jurong West,1190000,,,,,,,,
Bukit Merah,4341000,,,,,,,,
Tampines,2172800,,,,,,,,
Tampines,836800,,,,,,,,
Hougang,965000,,,,,,,,
Serangoon,1250000,,,,,,,,
Bedok,2116000,,,,,,,,
Tampines,656800,,,,,,,,
Tampines,959200,,,,,,,,
Punggol,860000,,,,,,,,
Southern Islands,3650000,,,,,,,,
Tampines,1722400,,,,,,,,
Woodlands,850000,,,,,,,,
Pasir Ris,1050000,,,,,,,,
Tampines,989600,,,,,,,,
Sengkang,890000,,,,,,,,
Bedok,950000,,,,,,,,
Geylang,825000,,,,,,,,
Geylang,1160000,,,,,,,,
Clementi,1000000,,,,,,,,
Jurong East,1000000,,,,,,,,
Singapore River,1580000,,,,,,,,
Toa Payoh,1185000,,,,,,,,
Sengkang,649000,,,,,,,,
Woodlands,660000,,,,,,,,
Punggol,870000,,,,,,,,
Hougang,850000,,,,,,,,
Bedok,870000,,,,,,,,
Pasir Ris,1654400,,,,,,,,
Bukit Merah,1338000,,,,,,,,
Bedok,965000,,,,,,,,
Yishun,1070000,,,,,,,,
Tampines,1201000,,,,,,,,
Sembawang,530000,,,,,,,,
Woodlands,565000,,,,,,,,
Sengkang,913000,,,,,,,,
Tampines,1310000,,,,,,,,
Queenstown,1636000,,,,,,,,
Bukit Merah,1935000,,,,,,,,
Sengkang,1320000,,,,,,,,
Hougang,1138000,,,,,,,,
Sengkang,942000,,,,,,,,
Bedok,999000,,,,,,,,
Punggol,925000,,,,,,,,
Woodlands,870000,,,,,,,,
Hougang,1330000,,,,,,,,
Bedok,1070000,,,,,,,,
Bukit Panjang,1250000,,,,,,,,
Kallang,1030000,,,,,,,,
Hougang,798000,,,,,,,,
Jurong West,890000,,,,,,,,
Novena,1920000,,,,,,,,
Tampines,990000,,,,,,,,
Punggol,1300000,,,,,,,,
Kallang,1570000,,,,,,,,
Bedok,1140000,,,,,,,,
Clementi,1702000,,,,,,,,
Southern Islands,1900888,,,,,,,,
Serangoon,1398000,,,,,,,,
Hougang,1280000,,,,,,,,
Geylang,2451800,,,,,,,,
Sengkang,630000,,,,,,,,
Southern Islands,3600000,,,,,,,,
Woodlands,880000,,,,,,,,
Bedok,1280000,,,,,,,,
Pasir Ris,920000,,,,,,,,
Bedok,815000,,,,,,,,
Punggol,1280000,,,,,,,,
Clementi,940000,,,,,,,,
Bukit Batok,810000,,,,,,,,
Clementi,1679000,,,,,,,,
Yishun,936000,,,,,,,,
Marine Parade,2880000,,,,,,,,
Pasir Ris,775000,,,,,,,,
Tampines,1168000,,,,,,,,
Bukit Timah,1610000,,,,,,,,
Bedok,828000,,,,,,,,
Jurong West,760000,,,,,,,,
Jurong East,1000000,,,,,,,,
Bedok,1149000,,,,,,,,
Yishun,880000,,,,,,,,
Jurong West,1130000,,,,,,,,
Toa Payoh,1833480,,,,,,,,
Sengkang,1102112,,,,,,,,
Choa Chu Kang,968000,,,,,,,,
Sengkang,699000,,,,,,,,
Tampines,980000,,,,,,,,
Toa Payoh,1880000,,,,,,,,
Choa Chu Kang,980000,,,,,,,,
Punggol,878000,,,,,,,,
Tampines,1738000,,,,,,,,
Woodlands,838000,,,,,,,,
Tampines,1200000,,,,,,,,
Clementi,1726000,,,,,,,,
Punggol,1150000,,,,,,,,
Hougang,1320000,,,,,,,,
Toa Payoh,1620000,,,,,,,,
Bukit Timah,1908000,,,,,,,,
Kallang,1380000,,,,,,,,
Tampines,1185000,,,,,,,,
Bukit Timah,2850000,,,,,,,,
Bukit Merah,1780000,,,,,,,,
Hougang,930000,,,,,,,,
Toa Payoh,620000,,,,,,,,
Bishan,1800000,,,,,,,,
Punggol,1000000,,,,,,,,
Geylang,1080000,,,,,,,,
Clementi,1685000,,,,,,,,
Serangoon,848000,,,,,,,,
Bedok,1270000,,,,,,,,
Bukit Merah,1500000,,,,,,,,
Sengkang,910000,,,,,,,,
Sengkang,667000,,,,,,,,
Bishan,1173000,,,,,,,,
Pasir Ris,740000,,,,,,,,
Ang Mo Kio,845000,,,,,,,,
Tampines,1250000,,,,,,,,
Queenstown,1611000,,,,,,,,
Pasir Ris,1155000,,,,,,,,
Bukit Batok,800000,,,,,,,,
Woodlands,690000,,,,,,,,
Bukit Timah,6600000,,,,,,,,
Tampines,1138000,,,,,,,,
Choa Chu Kang,898000,,,,,,,,
Pasir Ris,640000,,,,,,,,
Pasir Ris,900000,,,,,,,,
Bukit Panjang,2100000,,,,,,,,
Choa Chu Kang,738000,,,,,,,,
Bedok,1145000,,,,,,,,
Toa Payoh,2014000,,,,,,,,
Toa Payoh,1646000,,,,,,,,
Bedok,1054000,,,,,,,,
Queenstown,1751000,,,,,,,,
Serangoon,1455000,,,,,,,,
Tampines,1121000,,,,,,,,
Bedok,1158000,,,,,,,,
Bedok,1086000,,,,,,,,
Geylang,1856800,,,,,,,,
Sembawang,1150000,,,,,,,,
Sembawang,982000,,,,,,,,
Geylang,1200000,,,,,,,,
Hougang,1350000,,,,,,,,
Jurong West,1161888,,,,,,,,
Southern Islands,2120000,,,,,,,,
Bukit Timah,2200000,,,,,,,,
Kallang,3168000,,,,,,,,
Hougang,1370000,,,,,,,,
Bedok,668000,,,,,,,,
Choa Chu Kang,950000,,,,,,,,
Hougang,975000,,,,,,,,
Yishun,1050000,,,,,,,,
Bedok,2150000,,,,,,,,
Hougang,1150000,,,,,,,,
Choa Chu Kang,748800,,,,,,,,
Sengkang,1210000,,,,,,,,
Pasir Ris,835000,,,,,,,,
Hougang,930000,,,,,,,,
Tampines,970000,,,,,,,,
Queenstown,2450000,,,,,,,,
Toa Payoh,1700000,,,,,,,,
Newton,3450000,,,,,,,,
Mandai,828000,,,,,,,,
Serangoon,565000,,,,,,,,
Pasir Ris,945888,,,,,,,,
Queenstown,1636000,,,,,,,,
Bedok,1320000,,,,,,,,
Hougang,1065000,,,,,,,,
Hougang,940000,,,,,,,,
Bedok,835000,,,,,,,,
Tampines,1150000,,,,,,,,
Pasir Ris,767000,,,,,,,,
Jurong West,1180000,,,,,,,,
Clementi,958000,,,,,,,,
Bishan,2094900,,,,,,,,
Bedok,861000,,,,,,,,
Bukit Timah,970000,,,,,,,,
Marine Parade,345000000,,,,,,,,
Choa Chu Kang,908000,,,,,,,,
Bishan,1270000,,,,,,,,
Bukit Merah,2860000,,,,,,,,
Pasir Ris,805000,,,,,,,,
Hougang,790000,,,,,,,,
Jurong East,1085000,,,,,,,,
Bedok,1316000,,,,,,,,
Toa Payoh,1836000,,,,,,,,
Serangoon,1200000,,,,,,,,
Marine Parade,1800000,,,,,,,,
Bedok,1370000,,,,,,,,
Tampines,930000,,,,,,,,
Kallang,999900,,,,,,,,
Hougang,630000,,,,,,,,
Bedok,1680000,,,,,,,,
Tampines,1152000,,,,,,,,
Bedok,823000,,,,,,,,
Bukit Merah,2996000,,,,,,,,
Tampines,1000000,,,,,,,,
Tampines,1630000,,,,,,,,
Woodlands,630000,,,,,,,,
Queenstown,1200000,,,,,,,,
Marine Parade,2630000,,,,,,,,
Tampines,1388888,,,,,,,,
Bedok,1091000,,,,,,,,
Pasir Ris,800000,,,,,,,,
Serangoon,743000,,,,,,,,
Tampines,830000,,,,,,,,
Geylang,1852200,,,,,,,,
Tampines,850000,,,,,,,,
Sengkang,1160000,,,,,,,,
Toa Payoh,1760000,,,,,,,,
Bedok,1428000,,,,,,,,
River Valley,2115000,,,,,,,,
Hougang,805000,,,,,,,,
River Valley,2155420,,,,,,,,
Yishun,790000,,,,,,,,
River Valley,2158240,,,,,,,,
River Valley,2131200,,,,,,,,
River Valley,2129100,,,,,,,,
River Valley,2034000,,,,,,,,
River Valley,1998000,,,,,,,,
Bedok,970000,,,,,,,,
River Valley,2115000,,,,,,,,
Yishun,828000,,,,,,,,
Woodlands,650000,,,,,,,,
Kallang,975000,,,,,,,,
Ang Mo Kio,1550000,,,,,,,,
Bedok,1543888,,,,,,,,
Yishun,1211000,,,,,,,,
Bedok,1260000,,,,,,,,
Queenstown,1649340,,,,,,,,
Bukit Merah,2143000,,,,,,,,
Queenstown,1576000,,,,,,,,
Kallang,1250000,,,,,,,,
Bukit Panjang,812000,,,,,,,,
Bukit Timah,980000,,,,,,,,
Pasir Ris,805000,,,,,,,,
Sembawang,1330300,,,,,,,,
Southern Islands,4300000,,,,,,,,
Clementi,1080000,,,,,,,,
Bukit Merah,3337180,,,,,,,,
Yishun,1225620,,,,,,,,
Bukit Merah,1218000,,,,,,,,
River Valley,2103720,,,,,,,,
Clementi,1564000,,,,,,,,
Kallang,1530000,,,,,,,,
Tampines,1109000,,,,,,,,
Pasir Ris,980000,,,,,,,,
Kallang,1610000,,,,,,,,
Toa Payoh,1600000,,,,,,,,
Bedok,1470000,,,,,,,,
Toa Payoh,1987000,,,,,,,,
Bukit Merah,2150000,,,,,,,,
Yishun,1100000,,,,,,,,
Novena,1950000,,,,,,,,
Marine Parade,1495000,,,,,,,,
Bedok,1972000,,,,,,,,
Bukit Merah,1952000,,,,,,,,
Kallang,1800000,,,,,,,,
Punggol,1688900,,,,,,,,
Bedok,1428000,,,,,,,,
Bukit Timah,1530000,,,,,,,,
Bishan,1660000,,,,,,,,
Punggol,1390000,,,,,,,,
Jurong East,995000,,,,,,,,
River Valley,2140200,,,,,,,,
Jurong West,1450000,,,,,,,,
Pasir Ris,1225000,,,,,,,,
Bedok,1135000,,,,,,,,
Queenstown,1652000,,,,,,,,
Queenstown,1569000,,,,,,,,
Queenstown,1629000,,,,,,,,
Sengkang,823000,,,,,,,,
Bedok,1275000,,,,,,,,
River Valley,2226860,,,,,,,,
Bedok,1313000,,,,,,,,
Bukit Merah,2673000,,,,,,,,
River Valley,2038500,,,,,,,,
Bedok,1350000,,,,,,,,
Bedok,1600000,,,,,,,,
Bedok,1000000,,,,,,,,
Hougang,1150000,,,,,,,,
Ang Mo Kio,1158000,,,,,,,,
River Valley,2151660,,,,,,,,
Pasir Ris,1000000,,,,,,,,
Southern Islands,4500000,,,,,,,,
River Valley,2136620,,,,,,,,
Sengkang,1368000,,,,,,,,
Bishan,1738000,,,,,,,,
Tanglin,3248521,,,,,,,,
Bedok,1367100,,,,,,,,
River Valley,2147900,,,,,,,,
Kallang,2248000,,,,,,,,
Rochor,1200000,,,,,,,,
Punggol,1160000,,,,,,,,
Bedok,1318888,,,,,,,,
Jurong West,940000,,,,,,,,
Tampines,1250000,,,,,,,,
Jurong East,1250000,,,,,,,,
Hougang,843000,,,,,,,,
Bukit Merah,4450000,,,,,,,,
Bukit Batok,615000,,,,,,,,
Pasir Ris,1085000,,,,,,,,
Novena,1470000,,,,,,,,
Kallang,1516000,,,,,,,,
Geylang,1100000,,,,,,,,
Clementi,1649000,,,,,,,,
Punggol,1160000,,,,,,,,
Sengkang,657000,,,,,,,,
Bedok,1100000,,,,,,,,
Geylang,1346700,,,,,,,,
Kallang,1650000,,,,,,,,
Bishan,1200000,,,,,,,,
River Valley,2043000,,,,,,,,
Bukit Batok,800000,,,,,,,,
Bedok,1638000,,,,,,,,
Bedok,1380000,,,,,,,,
Bedok,1160000,,,,,,,,
Tampines,773000,,,,,,,,
Bukit Merah,2022000,,,,,,,,
Bukit Batok,1020000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Bedok,1150000,,,,,,,,
Kallang,1660000,,,,,,,,
Geylang,1346700,,,,,,,,
River Valley,2135700,,,,,,,,
Bukit Batok,850000,,,,,,,,
Bishan,1330000,,,,,,,,
Serangoon,908000,,,,,,,,
Bedok,888000,,,,,,,,
Bukit Batok,755000,,,,,,,,
Hougang,933000,,,,,,,,
Clementi,1320000,,,,,,,,
Bukit Batok,1430000,,,,,,,,
Bishan,1190000,,,,,,,,
Geylang,1165650,,,,,,,,
Bukit Merah,2799000,,,,,,,,
Sengkang,680000,,,,,,,,
Kallang,1570000,,,,,,,,
Marine Parade,1355000,,,,,,,,
Yishun,838000,,,,,,,,
Bedok,1080000,,,,,,,,
River Valley,2230620,,,,,,,,
Tampines,1850000,,,,,,,,
Toa Payoh,1268000,,,,,,,,
Bedok,800000,,,,,,,,
Bukit Timah,2000000,,,,,,,,
Yishun,1350000,,,,,,,,
Pasir Ris,1190000,,,,,,,,
Bedok,860000,,,,,,,,
Bukit Batok,820000,,,,,,,,
Clementi,688000,,,,,,,,
Pasir Ris,1100000,,,,,,,,
Pasir Ris,880000,,,,,,,,
Bukit Merah,2485000,,,,,,,,
Novena,1640000,,,,,,,,
Bedok,1280000,,,,,,,,
Pasir Ris,920000,,,,,,,,
Bukit Batok,1388000,,,,,,,,
Toa Payoh,1188000,,,,,,,,
Pasir Ris,803000,,,,,,,,
Rochor,2769000,,,,,,,,
Novena,1730000,,,,,,,,
Woodlands,1000000,,,,,,,,
Toa Payoh,695000,,,,,,,,
Bukit Merah,2920000,,,,,,,,
Bukit Merah,2106000,,,,,,,,
Sengkang,1440000,,,,,,,,
Bedok,1800000,,,,,,,,
Hougang,1070000,,,,,,,,
Sengkang,1030000,,,,,,,,
Kallang,2027000,,,,,,,,
Tampines,1380000,,,,,,,,
Geylang,2153200,,,,,,,,
Geylang,1700000,,,,,,,,
Serangoon,1038000,,,,,,,,
Punggol,1205888,,,,,,,,
Sengkang,663000,,,,,,,,
Tampines,920000,,,,,,,,
Hougang,1300000,,,,,,,,
River Valley,2111240,,,,,,,,
Toa Payoh,1270000,,,,,,,,
Bedok,688888,,,,,,,,
Clementi,1080000,,,,,,,,
Bedok,1160000,,,,,,,,
Choa Chu Kang,1520000,,,,,,,,
Toa Payoh,1340000,,,,,,,,
Clementi,1438000,,,,,,,,
Bukit Merah,1690000,,,,,,,,
Clementi,1503000,,,,,,,,
Ang Mo Kio,885000,,,,,,,,
Clementi,1632000,,,,,,,,
Bukit Merah,1490000,,,,,,,,
Bukit Merah,1550000,,,,,,,,
Bedok,1057112,,,,,,,,
Bukit Batok,1020000,,,,,,,,
Bukit Panjang,1520000,,,,,,,,
Rochor,2200000,,,,,,,,
Bedok,1140112,,,,,,,,
Bedok,1850000,,,,,,,,
Geylang,1070000,,,,,,,,
Pasir Ris,830000,,,,,,,,
Serangoon,1415000,,,,,,,,
Tampines,968000,,,,,,,,
Bukit Merah,2133000,,,,,,,,
Tampines,920000,,,,,,,,
Sengkang,640000,,,,,,,,
Bedok,1626888,,,,,,,,
Ang Mo Kio,990000,,,,,,,,
Kallang,2000000,,,,,,,,
Yishun,1280000,,,,,,,,
Bukit Merah,1950000,,,,,,,,
Bedok,2161112,,,,,,,,
Pasir Ris,1075000,,,,,,,,
Serangoon,1620000,,,,,,,,
Sengkang,1124000,,,,,,,,
Pasir Ris,780000,,,,,,,,
Clementi,745000,,,,,,,,
Clementi,1234800,,,,,,,,
Bedok,970000,,,,,,,,
Kallang,1628000,,,,,,,,
Bedok,1050000,,,,,,,,
Queenstown,1450000,,,,,,,,
Kallang,1600000,,,,,,,,
Southern Islands,4900000,,,,,,,,
Jurong West,940000,,,,,,,,
Jurong West,880000,,,,,,,,
Bedok,935000,,,,,,,,
Bedok,1441112,,,,,,,,
Geylang,1125000,,,,,,,,
Bishan,820000,,,,,,,,
Bedok,1041112,,,,,,,,
Bukit Merah,1100000,,,,,,,,
Bedok,1309112,,,,,,,,
Toa Payoh,1392000,,,,,,,,
Sengkang,646000,,,,,,,,
Bedok,1299112,,,,,,,,
Sengkang,921000,,,,,,,,
River Valley,2122520,,,,,,,,
Toa Payoh,1824570,,,,,,,,
Geylang,1820900,,,,,,,,
Bedok,1090112,,,,,,,,
Sengkang,1007000,,,,,,,,
Clementi,1489000,,,,,,,,
Hougang,1430000,,,,,,,,
Hougang,980000,,,,,,,,
Pasir Ris,1230000,,,,,,,,
Sengkang,1070000,,,,,,,,
Hougang,1300000,,,,,,,,
Bedok,1066112,,,,,,,,
Bukit Timah,3500000,,,,,,,,
Bishan,1300000,,,,,,,,
Pasir Ris,1220000,,,,,,,,
Bedok,996000,,,,,,,,
Punggol,985000,,,,,,,,
Pasir Ris,1035000,,,,,,,,
Bedok,1150000,,,,,,,,
Hougang,1039999,,,,,,,,
Bedok,1880000,,,,,,,,
Tampines,1050000,,,,,,,,
Sengkang,1061112,,,,,,,,
Bedok,1550000,,,,,,,,
Marine Parade,978000,,,,,,,,
Bukit Panjang,870000,,,,,,,,
Marine Parade,1700000,,,,,,,,
Sengkang,1329000,,,,,,,,
Sengkang,614000,,,,,,,,
Punggol,1080000,,,,,,,,
Sengkang,871112,,,,,,,,
Hougang,1000000,,,,,,,,
Queenstown,1603000,,,,,,,,
Clementi,1763000,,,,,,,,
Ang Mo Kio,943000,,,,,,,,
Sengkang,637000,,,,,,,,
Bishan,1280000,,,,,,,,
Tampines,1255000,,,,,,,,
Punggol,1480000,,,,,,,,
Jurong East,1015000,,,,,,,,
Jurong East,830000,,,,,,,,
Bedok,1150000,,,,,,,,
Kallang,1980000,,,,,,,,
Bedok,1200000,,,,,,,,
Toa Payoh,2039000,,,,,,,,
Pasir Ris,535000,,,,,,,,
Sengkang,640000,,,,,,,,
Bukit Timah,2750000,,,,,,,,
Woodlands,1100000,,,,,,,,
Queenstown,1408800,,,,,,,,
Bukit Merah,1230000,,,,,,,,
Clementi,1615000,,,,,,,,
Woodlands,874000,,,,,,,,
Bedok,1238000,,,,,,,,
Bukit Merah,1788000,,,,,,,,
Bedok,1750000,,,,,,,,
Pasir Ris,535000,,,,,,,,
Queenstown,1608000,,,,,,,,
Queenstown,2528000,,,,,,,,
Bedok,1208000,,,,,,,,
Jurong East,1000000,,,,,,,,
Tampines,1053000,,,,,,,,
Bedok,1071112,,,,,,,,
Kallang,1350000,,,,,,,,
Southern Islands,3250000,,,,,,,,
Bukit Timah,1688000,,,,,,,,
Sengkang,745800,,,,,,,,
Clementi,1476000,,,,,,,,
Clementi,1833888,,,,,,,,
Clementi,1323000,,,,,,,,
Queenstown,2493000,,,,,,,,
Kallang,1780000,,,,,,,,
Sengkang,1080000,,,,,,,,
Clementi,1250000,,,,,,,,
Queenstown,1515000,,,,,,,,
Bukit Batok,665000,,,,,,,,
Tampines,1050000,,,,,,,,
Queenstown,2520000,,,,,,,,
Bukit Merah,2500000,,,,,,,,
Queenstown,2537000,,,,,,,,
Downtown Core,1600000,,,,,,,,
Tampines,670000,,,,,,,,
River Valley,2264460,,,,,,,,
Tampines,1068000,,,,,,,,
Tampines,1082000,,,,,,,,
Ang Mo Kio,675000,,,,,,,,
Tampines,865000,,,,,,,,
Bukit Merah,2150000,,,,,,,,
Kallang,740000,,,,,,,,
Queenstown,3270000,,,,,,,,
Hougang,1330000,,,,,,,,
Hougang,1138000,,,,,,,,
River Valley,4100000,,,,,,,,
Bedok,1095112,,,,,,,,
Bedok,788000,,,,,,,,
Toa Payoh,1559000,,,,,,,,
River Valley,2020788,,,,,,,,
Ang Mo Kio,1350000,,,,,,,,
Bedok,960000,,,,,,,,
Ang Mo Kio,930000,,,,,,,,
Bishan,1348000,,,,,,,,
Queenstown,2511000,,,,,,,,
Queenstown,1450000,,,,,,,,
Toa Payoh,1530000,,,,,,,,
Choa Chu Kang,1000000,,,,,,,,
Queenstown,2535000,,,,,,,,
Bukit Merah,1350000,,,,,,,,
River Valley,2040390,,,,,,,,
Tampines,825000,,,,,,,,
Sembawang,818000,,,,,,,,
Toa Payoh,1510000,,,,,,,,
Jurong West,1300000,,,,,,,,
Pasir Ris,868000,,,,,,,,
Clementi,1689000,,,,,,,,
Hougang,1375000,,,,,,,,
Bishan,1325000,,,,,,,,
Pasir Ris,850000,,,,,,,,
Bedok,710000,,,,,,,,
Clementi,1632000,,,,,,,,
Tampines,777888,,,,,,,,
Novena,2070000,,,,,,,,
Bukit Merah,2365000,,,,,,,,
Kallang,1460000,,,,,,,,
Jurong East,1020000,,,,,,,,
Bukit Batok,786000,,,,,,,,
Kallang,1775000,,,,,,,,
Hougang,1100000,,,,,,,,
Novena,2350000,,,,,,,,
Serangoon,1418000,,,,,,,,
Bedok,950000,,,,,,,,
Jurong East,1080000,,,,,,,,
Toa Payoh,2029000,,,,,,,,
Bedok,1450000,,,,,,,,
Bedok,980000,,,,,,,,
Toa Payoh,940000,,,,,,,,
Bedok,1800000,,,,,,,,
Bishan,1540000,,,,,,,,
Queenstown,1400000,,,,,,,,
River Valley,2144700,,,,,,,,
Pasir Ris,2100000,,,,,,,,
Bedok,840000,,,,,,,,
Tampines,730000,,,,,,,,
Bukit Timah,1150000,,,,,,,,
Queenstown,1696000,,,,,,,,
Toa Payoh,1430000,,,,,,,,
Pasir Ris,858000,,,,,,,,
Tampines,1160000,,,,,,,,
Clementi,1770000,,,,,,,,
River Valley,2254120,,,,,,,,
Clementi,1010000,,,,,,,,
Clementi,842000,,,,,,,,
Tampines,1250000,,,,,,,,
Yishun,1088000,,,,,,,,
Bedok,1170000,,,,,,,,
Sengkang,807000,,,,,,,,
Serangoon,1432000,,,,,,,,
Bedok,1286112,,,,,,,,
Serangoon,1384000,,,,,,,,
Bedok,1278112,,,,,,,,
River Valley,2249420,,,,,,,,
Yishun,1123000,,,,,,,,
Bukit Batok,815000,,,,,,,,
Bedok,2480000,,,,,,,,
Queenstown,1603000,,,,,,,,
Queenstown,1877000,,,,,,,,
Marine Parade,938000,,,,,,,,
Jurong West,1305000,,,,,,,,
Serangoon,1398000,,,,,,,,
Bishan,2118000,,,,,,,,
Bukit Merah,3200000,,,,,,,,
Bedok,1450000,,,,,,,,
Pasir Ris,745000,,,,,,,,
Clementi,1367777,,,,,,,,
Bukit Timah,1800000,,,,,,,,
Bukit Merah,1420000,,,,,,,,
Bedok,1118112,,,,,,,,
Tanglin,2500000,,,,,,,,
Bukit Timah,1400000,,,,,,,,
Bukit Merah,2738890,,,,,,,,
Toa Payoh,1150000,,,,,,,,
Kallang,1580000,,,,,,,,
Bishan,1300000,,,,,,,,
Sengkang,1200000,,,,,,,,
Kallang,1738000,,,,,,,,
Bishan,950000,,,,,,,,
Hougang,1050000,,,,,,,,
Rochor,1365000,,,,,,,,
Choa Chu Kang,846000,,,,,,,,
Yishun,680000,,,,,,,,
Bukit Merah,1875000,,,,,,,,
Bukit Merah,1080000,,,,,,,,
Southern Islands,3100000,,,,,,,,
Toa Payoh,2034000,,,,,,,,
Bukit Merah,2800000,,,,,,,,
Kallang,1700000,,,,,,,,
Bukit Panjang,968000,,,,,,,,
Hougang,660000,,,,,,,,
Bukit Merah,3267000,,,,,,,,
Bishan,1050000,,,,,,,,
Bedok,970000,,,,,,,,
Pasir Ris,805000,,,,,,,,
Pasir Ris,875000,,,,,,,,
Bukit Merah,3000000,,,,,,,,
Bedok,1230000,,,,,,,,
Kallang,1250000,,,,,,,,
Yishun,920000,,,,,,,,
Rochor,1380000,,,,,,,,
Sengkang,835000,,,,,,,,
Kallang,1380000,,,,,,,,
Bukit Timah,2200000,,,,,,,,
Yishun,960000,,,,,,,,
Hougang,1375000,,,,,,,,
Yishun,875000,,,,,,,,
Toa Payoh,1971000,,,,,,,,
Toa Payoh,1968000,,,,,,,,
Geylang,1013600,,,,,,,,
Toa Payoh,1654000,,,,,,,,
Rochor,1538000,,,,,,,,
Hougang,1045000,,,,,,,,
Bedok,1298000,,,,,,,,
Bukit Merah,2250000,,,,,,,,
Sembawang,810000,,,,,,,,
Kallang,1390000,,,,,,,,
Bishan,938000,,,,,,,,
Kallang,1580000,,,,,,,,
Hougang,1058800,,,,,,,,
Bukit Merah,1680000,,,,,,,,
Toa Payoh,1250000,,,,,,,,
Bukit Merah,2100000,,,,,,,,
Hougang,1370000,,,,,,,,
Tampines,720000,,,,,,,,
Sengkang,1745000,,,,,,,,
Kallang,1360000,,,,,,,,
Bukit Merah,4000000,,,,,,,,
Bedok,1100000,,,,,,,,
Tampines,1280000,,,,,,,,
Marine Parade,1938000,,,,,,,,
Kallang,2881888,,,,,,,,
Pasir Ris,1278000,,,,,,,,
Hougang,977500,,,,,,,,
Tampines,1350000,,,,,,,,
Sengkang,976000,,,,,,,,
Bukit Panjang,1260000,,,,,,,,
Yishun,1000000,,,,,,,,
Southern Islands,2135000,,,,,,,,
Bedok,1140000,,,,,,,,
Choa Chu Kang,820000,,,,,,,,
Pasir Ris,1155000,,,,,,,,
Hougang,2050000,,,,,,,,
Yishun,820000,,,,,,,,
Yishun,823888,,,,,,,,
Sengkang,865000,,,,,,,,
Punggol,865000,,,,,,,,
Bedok,1375000,,,,,,,,
Bukit Timah,1350000,,,,,,,,
Bukit Timah,3750000,,,,,,,,
Bukit Merah,1991000,,,,,,,,
Pasir Ris,639000,,,,,,,,
Punggol,1480000,,,,,,,,
Queenstown,1508000,,,,,,,,
